scan_id,target_id,distractor_ids,utterance,stimulus_id,coarse_reference_type,reference_type,instance_type,anchors_types,anchor_ids,tokens,dataset,mentions_target_class,correct_guess,is_train
scene0335_00,17,"[13, 14, 16, 57]",select the kitchen cabinet that is farthest from the stove,scene0335_00-kitchen_cabinet-5-17-13-14-16-57,horizontal,farthest,kitchen cabinet,['stove'],[19],"['select', 'the', 'kitchen', 'cabinet', 'that', 'is', 'farthest', 'from', 'the', 'stove']",sr3d,True,True,True
scene0101_01,46,[23],select the pillow that is near the recycling bin,scene0101_01-pillow-2-46-23,horizontal,closest,pillow,['recycling bin'],[51],"['select', 'the', 'pillow', 'that', 'is', 'near', 'the', 'recycling', 'bin']",sr3d,True,True,True
scene0477_01,29,[58],select the door that is far away from the suitcase,scene0477_01-door-2-29-58,horizontal,farthest,door,['suitcase'],[55],"['select', 'the', 'door', 'that', 'is', 'far', 'away', 'from', 'the', 'suitcase']",sr3d,True,True,True
scene0642_02,9,"[6, 25]",the lamp that is near the tv,scene0642_02-lamp-3-9-6-25,horizontal,closest,lamp,['tv'],[24],"['the', 'lamp', 'that', 'is', 'near', 'the', 'tv']",sr3d,True,True,True
scene0673_04,33,[34],find the couch that is farthest from the nightstand,scene0673_04-couch-2-33-34,horizontal,farthest,couch,['nightstand'],[63],"['find', 'the', 'couch', 'that', 'is', 'farthest', 'from', 'the', 'nightstand']",sr3d,True,True,True
scene0341_01,6,[55],choose the whiteboard that is close to the trash can,scene0341_01-whiteboard-2-6-55,horizontal,closest,whiteboard,['trash can'],[42],"['choose', 'the', 'whiteboard', 'that', 'is', 'close', 'to', 'the', 'trash', 'can']",sr3d,True,True,True
scene0440_00,17,[16],choose the dresser that is close to the radiator,scene0440_00-dresser-2-17-16,horizontal,closest,dresser,['radiator'],[19],"['choose', 'the', 'dresser', 'that', 'is', 'close', 'to', 'the', 'radiator']",sr3d,True,True,True
scene0126_00,30,[4],select the office chair that is closer to the bookshelf,scene0126_00-office_chair-2-30-4,horizontal,closest,office chair,['bookshelf'],[17],"['select', 'the', 'office', 'chair', 'that', 'is', 'closer', 'to', 'the', 'bookshelf']",sr3d,True,True,True
scene0340_00,28,"[31, 39]",select the lamp that is above the nightstand,scene0340_00-lamp-3-28-31-39,vertical,above,lamp,['nightstand'],[26],"['select', 'the', 'lamp', 'that', 'is', 'above', 'the', 'nightstand']",sr3d,True,True,True
scene0261_00,5,"[2, 4]",find the door that is closer to the washing machine,scene0261_00-door-3-5-2-4,horizontal,closest,door,['washing machine'],[7],"['find', 'the', 'door', 'that', 'is', 'closer', 'to', 'the', 'washing', 'machine']",sr3d,True,True,True
scene0443_00,13,[14],the desk with a laptop on top,scene0443_00-desk-2-13-14,support,supporting,desk,['laptop'],[16],"['the', 'desk', 'with', 'a', 'laptop', 'on', 'top']",sr3d,True,True,True
scene0068_00,11,"[7, 33]",select the kitchen cabinets that are farthest from the coffee maker,scene0068_00-kitchen_cabinets-3-11-7-33,horizontal,farthest,kitchen cabinets,['coffee maker'],[38],"['select', 'the', 'kitchen', 'cabinets', 'that', 'are', 'farthest', 'from', 'the', 'coffee', 'maker']",sr3d,True,True,True
scene0656_01,25,[24],choose the pillow that is near the dresser,scene0656_01-pillow-2-25-24,horizontal,closest,pillow,['dresser'],[32],"['choose', 'the', 'pillow', 'that', 'is', 'near', 'the', 'dresser']",sr3d,True,True,True
scene0642_01,15,[39],choose the picture that is closer to the office chair,scene0642_01-picture-2-15-39,horizontal,closest,picture,['office chair'],[4],"['choose', 'the', 'picture', 'that', 'is', 'closer', 'to', 'the', 'office', 'chair']",sr3d,True,True,True
scene0384_00,16,[15],select the shelf that is close to the chair,scene0384_00-shelf-2-16-15,horizontal,closest,shelf,['chair'],[24],"['select', 'the', 'shelf', 'that', 'is', 'close', 'to', 'the', 'chair']",sr3d,True,True,True
scene0642_01,3,[2],find the bed that is far from the mirror,scene0642_01-bed-2-3-2,horizontal,farthest,bed,['mirror'],[50],"['find', 'the', 'bed', 'that', 'is', 'far', 'from', 'the', 'mirror']",sr3d,True,True,True
scene0233_01,4,"[3, 35]",the pillow that is near the fireplace,scene0233_01-pillow-3-4-3-35,horizontal,closest,pillow,['fireplace'],[44],"['the', 'pillow', 'that', 'is', 'near', 'the', 'fireplace']",sr3d,True,True,True
scene0309_01,16,[64],choose the person that is far away from the whiteboard,scene0309_01-person-2-16-64,horizontal,farthest,person,['whiteboard'],[1],"['choose', 'the', 'person', 'that', 'is', 'far', 'away', 'from', 'the', 'whiteboard']",sr3d,True,True,True
scene0516_01,17,"[12, 13, 14]",find the door that is over the curtain,scene0516_01-door-4-17-12-13-14,vertical,above,door,['curtain'],[44],"['find', 'the', 'door', 'that', 'is', 'over', 'the', 'curtain']",sr3d,True,True,True
scene0443_00,8,"[6, 7]",find the chair that is far away from the trash can,scene0443_00-chair-3-8-6-7,horizontal,farthest,chair,['trash can'],[11],"['find', 'the', 'chair', 'that', 'is', 'far', 'away', 'from', 'the', 'trash', 'can']",sr3d,True,True,True
scene0673_01,8,[26],choose the backpack that is in the middle of the lamp and the shelf,scene0673_01-backpack-2-8-26,between,between,backpack,"['lamp', 'shelf']","[4, 38]","['choose', 'the', 'backpack', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'lamp', 'and', 'the', 'shelf']",sr3d,True,True,True
scene0515_01,14,[11],choose the door that is in the middle of the refrigerator and the bathtub,scene0515_01-door-2-14-11,between,between,door,"['refrigerator', 'bathtub']","[12, 40]","['choose', 'the', 'door', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'refrigerator', 'and', 'the', 'bathtub']",sr3d,True,True,True
scene0623_00,22,[24],find the chair that is farthest from the couch,scene0623_00-chair-2-22-24,horizontal,farthest,chair,['couch'],[12],"['find', 'the', 'chair', 'that', 'is', 'farthest', 'from', 'the', 'couch']",sr3d,True,True,True
scene0381_01,2,[1],the armchair that is far from the couch,scene0381_01-armchair-2-2-1,horizontal,farthest,armchair,['couch'],[0],"['the', 'armchair', 'that', 'is', 'far', 'from', 'the', 'couch']",sr3d,True,True,True
scene0677_02,38,[30],choose the suitcase that is closer to the armchair,scene0677_02-suitcase-2-38-30,horizontal,closest,suitcase,['armchair'],[6],"['choose', 'the', 'suitcase', 'that', 'is', 'closer', 'to', 'the', 'armchair']",sr3d,True,True,True
scene0301_00,7,"[8, 28]",the curtain that is near the tv stand,scene0301_00-curtain-3-7-8-28,horizontal,closest,curtain,['tv stand'],[12],"['the', 'curtain', 'that', 'is', 'near', 'the', 'tv', 'stand']",sr3d,True,True,True
scene0517_02,41,[48],find the laundry hamper that is in the middle of the wardrobe closet and the couch,scene0517_02-laundry_hamper-2-41-48,between,between,laundry hamper,"['wardrobe closet', 'couch']","[6, 9]","['find', 'the', 'laundry', 'hamper', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'wardrobe', 'closet', 'and', 'the', 'couch']",sr3d,True,True,True
scene0674_00,22,"[10, 23]",find the sign that is beside the cabinet,scene0674_00-sign-3-22-10-23,horizontal,closest,sign,['cabinet'],[7],"['find', 'the', 'sign', 'that', 'is', 'beside', 'the', 'cabinet']",sr3d,True,True,True
scene0590_00,1,[50],select the nightstand that is near the counter,scene0590_00-nightstand-2-1-50,horizontal,closest,nightstand,['counter'],[16],"['select', 'the', 'nightstand', 'that', 'is', 'near', 'the', 'counter']",sr3d,True,True,True
scene0419_02,21,"[17, 18, 24]",select the towel that is closer to the curtain,scene0419_02-towel-4-21-17-18-24,horizontal,closest,towel,['curtain'],[46],"['select', 'the', 'towel', 'that', 'is', 'closer', 'to', 'the', 'curtain']",sr3d,True,True,True
scene0419_00,14,[43],find the shelf that is closer to the table,scene0419_00-shelf-2-14-43,horizontal,closest,shelf,['table'],[39],"['find', 'the', 'shelf', 'that', 'is', 'closer', 'to', 'the', 'table']",sr3d,True,True,True
scene0111_01,2,"[7, 35]",choose the kitchen cabinets that are far from the telephone,scene0111_01-kitchen_cabinets-3-2-7-35,horizontal,farthest,kitchen cabinets,['telephone'],[41],"['choose', 'the', 'kitchen', 'cabinets', 'that', 'are', 'far', 'from', 'the', 'telephone']",sr3d,True,True,True
scene0673_03,27,[12],the chair that is close to the coffee table,scene0673_03-chair-2-27-12,horizontal,closest,chair,['coffee table'],[1],"['the', 'chair', 'that', 'is', 'close', 'to', 'the', 'coffee', 'table']",sr3d,True,True,True
scene0673_04,34,[33],choose the couch that is far from the laptop,scene0673_04-couch-2-34-33,horizontal,farthest,couch,['laptop'],[39],"['choose', 'the', 'couch', 'that', 'is', 'far', 'from', 'the', 'laptop']",sr3d,True,True,True
scene0517_01,32,[7],select the monitor that is farthest from the blanket,scene0517_01-monitor-2-32-7,horizontal,farthest,monitor,['blanket'],[59],"['select', 'the', 'monitor', 'that', 'is', 'farthest', 'from', 'the', 'blanket']",sr3d,True,True,True
scene0178_00,43,"[11, 35]",select the door that is far away from the cabinets,scene0178_00-door-3-43-11-35,horizontal,farthest,door,['cabinets'],[32],"['select', 'the', 'door', 'that', 'is', 'far', 'away', 'from', 'the', 'cabinets']",sr3d,True,True,True
scene0590_00,50,[1],"facing the front of the bed, pick the nightstand that is on the left side of the bed",scene0590_00-nightstand-2-50-1,allocentric,left,nightstand,['bed'],[12],"['facing', 'the', 'front', 'of', 'the', 'bed', 'pick', 'the', 'nightstand', 'that', 'is', 'on', 'the', 'left', 'side', 'of', 'the', 'bed']",sr3d,True,True,True
scene0261_01,15,[42],find the towel that is farthest from the board,scene0261_01-towel-2-15-42,horizontal,farthest,towel,['board'],[37],"['find', 'the', 'towel', 'that', 'is', 'farthest', 'from', 'the', 'board']",sr3d,True,True,True
scene0479_01,30,[16],the box that is next to the microwave,scene0479_01-box-2-30-16,horizontal,closest,box,['microwave'],[9],"['the', 'box', 'that', 'is', 'next', 'to', 'the', 'microwave']",sr3d,True,True,True
scene0515_01,32,[61],choose the shelf that is farthest from the desk,scene0515_01-shelf-2-32-61,horizontal,farthest,shelf,['desk'],[37],"['choose', 'the', 'shelf', 'that', 'is', 'farthest', 'from', 'the', 'desk']",sr3d,True,True,True
scene0106_00,7,[6],select the couch that is farthest from the window,scene0106_00-couch-2-7-6,horizontal,farthest,couch,['window'],[22],"['select', 'the', 'couch', 'that', 'is', 'farthest', 'from', 'the', 'window']",sr3d,True,True,True
scene0288_02,23,[19],select the door that is far from the stove,scene0288_02-door-2-23-19,horizontal,farthest,door,['stove'],[8],"['select', 'the', 'door', 'that', 'is', 'far', 'from', 'the', 'stove']",sr3d,True,True,True
scene0515_00,0,[39],find the sink that is far from the chair,scene0515_00-sink-2-0-39,horizontal,farthest,sink,['chair'],[20],"['find', 'the', 'sink', 'that', 'is', 'far', 'from', 'the', 'chair']",sr3d,True,True,True
scene0419_02,60,[9],choose the door that is near the coffee table,scene0419_02-door-2-60-9,horizontal,closest,door,['coffee table'],[51],"['choose', 'the', 'door', 'that', 'is', 'near', 'the', 'coffee', 'table']",sr3d,True,True,True
scene0673_04,82,"[64, 73, 93, 99]",find the bag that is close to the tv stand,scene0673_04-bag-5-82-64-73-93-99,horizontal,closest,bag,['tv stand'],[17],"['find', 'the', 'bag', 'that', 'is', 'close', 'to', 'the', 'tv', 'stand']",sr3d,True,True,True
scene0166_00,19,[2],the bookshelf that is far away from the table,scene0166_00-bookshelf-2-19-2,horizontal,farthest,bookshelf,['table'],[22],"['the', 'bookshelf', 'that', 'is', 'far', 'away', 'from', 'the', 'table']",sr3d,True,True,True
scene0673_05,4,[60],the picture that is close to the window,scene0673_05-picture-2-4-60,horizontal,closest,picture,['window'],[37],"['the', 'picture', 'that', 'is', 'close', 'to', 'the', 'window']",sr3d,True,True,True
scene0362_00,25,[11],find the door that is far away from the desk,scene0362_00-door-2-25-11,horizontal,farthest,door,['desk'],[0],"['find', 'the', 'door', 'that', 'is', 'far', 'away', 'from', 'the', 'desk']",sr3d,True,True,True
scene0529_00,9,"[8, 10]",select the chair that is near the refrigerator,scene0529_00-chair-3-9-8-10,horizontal,closest,chair,['refrigerator'],[6],"['select', 'the', 'chair', 'that', 'is', 'near', 'the', 'refrigerator']",sr3d,True,True,True
scene0477_01,1,[62],choose the window that is near the backpack,scene0477_01-window-2-1-62,horizontal,closest,window,['backpack'],[17],"['choose', 'the', 'window', 'that', 'is', 'near', 'the', 'backpack']",sr3d,True,True,True
scene0110_01,21,[16],select the bed that is closer to the backpack,scene0110_01-bed-2-21-16,horizontal,closest,bed,['backpack'],[2],"['select', 'the', 'bed', 'that', 'is', 'closer', 'to', 'the', 'backpack']",sr3d,True,True,True
scene0092_01,30,"[26, 31]",choose the monitor that is near the pillow,scene0092_01-monitor-3-30-26-31,horizontal,closest,monitor,['pillow'],[29],"['choose', 'the', 'monitor', 'that', 'is', 'near', 'the', 'pillow']",sr3d,True,True,True
scene0166_02,37,[4],the chair that is far away from the end table,scene0166_02-chair-2-37-4,horizontal,farthest,chair,['end table'],[11],"['the', 'chair', 'that', 'is', 'far', 'away', 'from', 'the', 'end', 'table']",sr3d,True,True,True
scene0505_00,46,"[9, 31]",find the shelf that is far from the whiteboard,scene0505_00-shelf-3-46-9-31,horizontal,farthest,shelf,['whiteboard'],[56],"['find', 'the', 'shelf', 'that', 'is', 'far', 'from', 'the', 'whiteboard']",sr3d,True,True,True
scene0002_00,19,"[18, 20]",find the chair that is in the middle of the fireplace and the couch,scene0002_00-chair-3-19-18-20,between,between,chair,"['fireplace', 'couch']","[15, 56]","['find', 'the', 'chair', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'fireplace', 'and', 'the', 'couch']",sr3d,True,True,True
scene0614_01,28,[27],choose the shelf that is in the middle of the radiator and the door,scene0614_01-shelf-2-28-27,between,between,shelf,"['radiator', 'door']","[9, 25]","['choose', 'the', 'shelf', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'radiator', 'and', 'the', 'door']",sr3d,True,True,True
scene0247_01,8,[7],the couch that is in the center of the sofa chair and the cabinet,scene0247_01-couch-2-8-7,between,between,couch,"['sofa chair', 'cabinet']","[12, 19]","['the', 'couch', 'that', 'is', 'in', 'the', 'center', 'of', 'the', 'sofa', 'chair', 'and', 'the', 'cabinet']",sr3d,True,True,True
scene0010_00,55,"[10, 54]",the file cabinet that is far from the table,scene0010_00-file_cabinet-3-55-10-54,horizontal,farthest,file cabinet,['table'],[53],"['the', 'file', 'cabinet', 'that', 'is', 'far', 'from', 'the', 'table']",sr3d,True,True,True
scene0175_00,9,[10],the door that is farthest from the trash can,scene0175_00-door-2-9-10,horizontal,farthest,door,['trash can'],[39],"['the', 'door', 'that', 'is', 'farthest', 'from', 'the', 'trash', 'can']",sr3d,True,True,True
scene0313_01,7,"[0, 6]",find the couch that is closer to the bench,scene0313_01-couch-3-7-0-6,horizontal,closest,couch,['bench'],[10],"['find', 'the', 'couch', 'that', 'is', 'closer', 'to', 'the', 'bench']",sr3d,True,True,True
scene0126_00,10,[9],choose the monitor that is far away from the radiator,scene0126_00-monitor-2-10-9,horizontal,farthest,monitor,['radiator'],[7],"['choose', 'the', 'monitor', 'that', 'is', 'far', 'away', 'from', 'the', 'radiator']",sr3d,True,True,True
scene0281_00,17,"[15, 16]",choose the couch that is far away from the end table,scene0281_00-couch-3-17-15-16,horizontal,farthest,couch,['end table'],[18],"['choose', 'the', 'couch', 'that', 'is', 'far', 'away', 'from', 'the', 'end', 'table']",sr3d,True,True,True
scene0191_01,16,[11],choose the whiteboard that is closer to the shelf,scene0191_01-whiteboard-2-16-11,horizontal,closest,whiteboard,['shelf'],[1],"['choose', 'the', 'whiteboard', 'that', 'is', 'closer', 'to', 'the', 'shelf']",sr3d,True,True,True
scene0059_00,6,[7],choose the table that is near the water cooler,scene0059_00-table-2-6-7,horizontal,closest,table,['water cooler'],[30],"['choose', 'the', 'table', 'that', 'is', 'near', 'the', 'water', 'cooler']",sr3d,True,True,True
scene0034_01,10,[40],the door that is near the toilet,scene0034_01-door-2-10-40,horizontal,closest,door,['toilet'],[9],"['the', 'door', 'that', 'is', 'near', 'the', 'toilet']",sr3d,True,True,True
scene0395_00,5,[21],the desk that is in the middle of the radiator and the bookshelf,scene0395_00-desk-2-5-21,between,between,desk,"['radiator', 'bookshelf']","[35, 40]","['the', 'desk', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'radiator', 'and', 'the', 'bookshelf']",sr3d,True,True,True
scene0679_01,20,[32],the backpack that is beside the picture,scene0679_01-backpack-2-20-32,horizontal,closest,backpack,['picture'],[13],"['the', 'backpack', 'that', 'is', 'beside', 'the', 'picture']",sr3d,True,True,True
scene0220_02,22,[50],select the kitchen counter that is farthest from the microwave,scene0220_02-kitchen_counter-2-22-50,horizontal,farthest,kitchen counter,['microwave'],[53],"['select', 'the', 'kitchen', 'counter', 'that', 'is', 'farthest', 'from', 'the', 'microwave']",sr3d,True,True,True
scene0640_02,13,"[12, 21, 22, 46]",the kitchen cabinet that is beside the telephone,scene0640_02-kitchen_cabinet-5-13-12-21-22-46,horizontal,closest,kitchen cabinet,['telephone'],[42],"['the', 'kitchen', 'cabinet', 'that', 'is', 'beside', 'the', 'telephone']",sr3d,True,True,True
scene0092_02,13,[20],the bookshelf that is in the middle of the desk and the dresser,scene0092_02-bookshelf-2-13-20,between,between,bookshelf,"['desk', 'dresser']","[6, 8]","['the', 'bookshelf', 'that', 'is', 'in', 'the', 'middle', 'of', 'the', 'desk', 'and', 'the', 'dresser']",sr3d,True,True,True
scene0385_00,16,[15],choose the pillow that is closer to the cabinet,scene0385_00-pillow-2-16-15,horizontal,closest,pillow,['cabinet'],[10],"['choose', 'the', 'pillow', 'that', 'is', 'closer', 'to', 'the', 'cabinet']",sr3d,True,True,True
scene0260_01,13,[9],find the towel that is closer to the shower,scene0260_01-towel-2-13-9,horizontal,closest,towel,['shower'],[6],"['find', 'the', 'towel', 'that', 'is', 'closer', 'to', 'the', 'shower']",sr3d,True,True,True
scene0101_01,60,[16],choose the door that is close to the light,scene0101_01-door-2-60-16,horizontal,closest,door,['light'],[72],"['choose', 'the', 'door', 'that', 'is', 'close', 'to', 'the', 'light']",sr3d,True,True,True
scene0487_00,18,[19],choose the armchair that is far from the microwave,scene0487_00-armchair-2-18-19,horizontal,farthest,armchair,['microwave'],[3],"['choose', 'the', 'armchair', 'that', 'is', 'far', 'from', 'the', 'microwave']",sr3d,True,True,True
scene0098_01,39,[32],choose the file cabinet that is far from the whiteboard,scene0098_01-file_cabinet-2-39-32,horizontal,farthest,file cabinet,['whiteboard'],[21],"['choose', 'the', 'file', 'cabinet', 'that', 'is', 'far', 'from', 'the', 'whiteboard']",sr3d,True,True,True
scene0271_01,13,[27],the backpack that is between the dresser and the radiator,scene0271_01-backpack-2-13-27,between,between,backpack,"['dresser', 'radiator']","[9, 32]","['the', 'backpack', 'that', 'is', 'between', 'the', 'dresser', 'and', 'the', 'radiator']",sr3d,True,True,True
scene0261_01,8,[18],select the sink that is far from the bathroom vanity,scene0261_01-sink-2-8-18,horizontal,farthest,sink,['bathroom vanity'],[3],"['select', 'the', 'sink', 'that', 'is', 'far', 'from', 'the', 'bathroom', 'vanity']",sr3d,True,True,True
scene0168_02,9,[38],find the bookshelf that is close to the pillow,scene0168_02-bookshelf-2-9-38,horizontal,closest,bookshelf,['pillow'],[43],"['find', 'the', 'bookshelf', 'that', 'is', 'close', 'to', 'the', 'pillow']",sr3d,True,True,True
scene0178_00,1,[0],the person that is near the window,scene0178_00-person-2-1-0,horizontal,closest,person,['window'],[27],"['the', 'person', 'that', 'is', 'near', 'the', 'window']",sr3d,True,True,True
scene0476_00,23,[27],select the keyboard that is far away from the backpack,scene0476_00-keyboard-2-23-27,horizontal,farthest,keyboard,['backpack'],[11],"['select', 'the', 'keyboard', 'that', 'is', 'far', 'away', 'from', 'the', 'backpack']",sr3d,True,True,True
scene0238_01,15,"[1, 22]",choose the file cabinet that is farthest from the person,scene0238_01-file_cabinet-3-15-1-22,horizontal,farthest,file cabinet,['person'],[28],"['choose', 'the', 'file', 'cabinet', 'that', 'is', 'farthest', 'from', 'the', 'person']",sr3d,True,True,True
scene0547_00,3,"[32, 49]",the shelf that is far away from the ladder,scene0547_00-shelf-3-3-32-49,horizontal,farthest,shelf,['ladder'],[39],"['the', 'shelf', 'that', 'is', 'far', 'away', 'from', 'the', 'ladder']",sr3d,True,True,True
scene0537_00,14,[6],the lamp that is closer to the table,scene0537_00-lamp-2-14-6,horizontal,closest,lamp,['table'],[7],"['the', 'lamp', 'that', 'is', 'closer', 'to', 'the', 'table']",sr3d,True,True,True
scene0210_00,4,[13],find the cabinets that are far from the microwave,scene0210_00-cabinets-2-4-13,horizontal,farthest,cabinets,['microwave'],[26],"['find', 'the', 'cabinets', 'that', 'are', 'far', 'from', 'the', 'microwave']",sr3d,True,True,True
